,texto,sentimiento,texto_normalizado
5604,El poema del domingo (Claudio Rodríguez) http://t.co/S2NzLFC5,0,poem doming claudi rodriguez
1750,Andalucía cierra el año 2011 con 969.152 personas en paro http://t.co/xUQvUWS9 via @elmundoes,1,andaluc cierr año 2011 969.152 person par
11345,@_xOshiro Ya no es por bonito o por feo sino porque es un animal con sentimientos tía es horrible ,1,bonit feo sin animal sentimient tia horribl
16125,@conRubalcaba: nacimos para defender a los trabajadores,2,nac defend trabaj
12255,"@mor_ticia no aguanté a la trotsky, sali a fumar y aparecieron unos tipos re cargosos a hinchar los huevos asi que me fui antes",1,aguant trotsky sali fum aparec tip re cargos hinch huev asi
16843,@Anonymouslimon .@upyd .@iunida me basta con que hablemos de programa y propuestas de verdad,0,.  . bast habl program propuest verd
338,"Intentando llegar a un pacto con los virus para que depongan las armas y su actitud. 
Inmunidad a cambio de inmunidad.",0,intent lleg pact virus depong armas actitud inmun cambi inmun
8408,Me faltan 50mil colones la única manera de hacer toda la entrada de Metallica es literal pichaseandome esta semana trabajar 12 horas,1,falt 50mil colon unic maner hac tod entrad metall literal pichas seman trabaj 12 hor
11856,@Matti1899 Por que no lo echo el arbitro el partido pasado,0,echo arbitr part pas
1341,"#ZP: ""He salido sin tener ningún sentimiento negativo hacia nadie ni hacia nada"" http://t.co/oDNHNBKR",2,zp sal ten ningun sentimient negat haci nadi haci
4107,Gracias Dani! RT @Daniruna @Tonicanto1 Aquí tienes tu artículo de El Mundo ed. Valencia en mejor calidad. ;-) http://t.co/nAT7JrlH,2,graci dani rt aqu articul mund ed valenci mejor calid ;-)
7983,@LINKSLIBROS @CafeParaLeer @Culturizando @BKStreetArt @ahorapodemos https://t.co/V1d7CIhTvw Intento difundir lo que nació del alma. Gracias! ,0,
16937,@miky_corregidor @albertolegr @iunida la futura elite dirigente no será tan capulla como la que manda ahora. Saben que el bienestar es clave,2,futur elit dirigent tan capull mand ahor sab bienest clav
12087,La semana que viene me voy y de seguro no voy a tener internet,0,seman vien voy segur voy ten internet
3640,"Pero que poco me gusta Sostres... Poco no, nada.",1,gust sostr ...
329,".@paugasol hace dos días:""Muchos rumores estos días... Yo me centro en el trabajo diario y en la ilusión de volver a jugar con mi equipo!”",2,hac dos dias rumor dias ... centr trabaj diari ilusion volv jug equip ”
15799,"No entiendo como alguien se puede dejar engañar por lo del #20N , ellos buscan su jubilación vitalicia y hay gente que se pelea por dársela.",1,entiend algui pued dej engañ 20n busc jubil vitalici gent pele darsel
3004,CNN iReport cuenta con un millón de registrados http://t.co/L1aSVqaP via @MKDirecto #medios #periodismo,0,cnn ireport cuent millon registr
6961,".@marianorajoy "" en 2012 nos vamos a gastar casi 5 billones d las antiguas pesetas a pagar intereses de la deuda""",1,2012 vam gast casi 5 billon d antigu peset pag interes deud
4090,"Hemos presentado un importante proyecto para #sevillahoy:las Naves del Barranco, q generará empleo de forma directa e indirecta en la ciudad",2,present import proyect sevillahoy nav barranc q gener emple form direct indirect ciud
11308,"Vamos @ArvenLoL, dales duro como tú sabes  #LoLHonor2",0,vam dal dur sab lolhonor 2
9829,Le acabo de decir la neta a un amigo porque trae pedos con una morra y se enojó conmigo. Si ya saben como soy pa'que me preguntan,1,acab dec net amig tra ped morr enoj conmig si sab pa'qu pregunt
2322,""" #Andalucia fue la punta de lanza del cambio en 22 de Mayo y el 20 de Noviembre"" @marianorajoy #elcambioandaluz  http://t.co/WfUdeQiz",0,andaluci punt lanz cambi 22 may 20 noviembr elcambioandaluz
6668,"Hoy publico en mi blog un nuevo Post ""29-M"". Espero vuestras opiniones. http://t.co/qdAoGwXf",0,hoy public blog nuev post 29 m esper opinion
7010,@rafam_simancas jajaja,0,jajaj
4197,Buenos días tengan ustedes....,0,buen dias usted ...
3549,"Rubalcaba dice que ""algo de razón"" tenía Botín. ""Nos hemos equivocado en no perseguir más a los especuladores"". (¿Y en los indultos?)",1,rubalc dic razon botin equivoc persegu especul ¿ indult
9651,@dimefer_ Ya estoy contando los días para volver a vernos y todavía ni me voy,1,cont dias volv vern todav voy
8364,Tengo hora y media libre en Heredia.,2,hor medi libr heredi
4203,Hoy Día Internacional del Niño con Cáncer.,0,hoy dia internacional niñ canc
16519,"No me canso de ver el enorme esfuerzo, trabajo y pasión puestas en la idea de @UPyD. Es increíble todo lo que se ha conseguido en tan poco.",2,cans ver enorm esfuerz trabaj pasion puest ide increibl consegu tan
11762,"ay pobre los jugadores, espantoso, un dia estas bien y al otro no sabes como vas a estar",1,ay pobr jugador espant dia bien sab vas
12419,"Simplemente tengo una lesión en el talón, pero tengo que hacer recuperación igual estoy bien",2,simplement lesion talon hac recuper igual bien
15985,el #20n deberíamos hacer una rebelión antielectoral masiva y dejar de permitir q nos sigan sometiendo con sus sucios métodos de gobernarnos,1,20n deb hac rebelion antielectoral masiv dej permit q sig somet suci metod gobern
13351,"Al callejerito Hércules le han medio destrozado el ojo derecho Ptm!!! Quien ha sido!!! Maldición, quiero matar!!!",1,callejerit hercul medi destroz ojo derech ptm sid maldicion quier mat
16092,"Las clases medias hacen que los servicios públicos sean de calidad, lo exigen afortunadamente lo dice @GFVara en @psoeex @PSOE",2,clas medi hac servici public calid exig afortun dic
6186,"“@R_Frias: Semana del cine español en #Polonia http://t.co/YT1GDapo Esta tarde iremos a ver ""La chispa de la vida"" que guay, Polonia.",2,“ seman cin español poloni
1639,"Que preciosidad de libro. Altamente recomendable. A la altura del anterior:""Las correcciones"". Una gozada! http://t.co/aB3Tmrwp",2,preci libr alt recomend altur anterior correccion goz
9131,@KaroRC4 hay unos que son casi misión imposible pero está super lindo,2,casi mision impos sup lind
60,Cospedal debería pedir perdón por mentir y utilizar de forma demagógica la rebaja sueldo funcionarios...la que ahora aplica sin pudor,1,cospedal deb ped perdon ment utiliz form demagog rebaj sueld funcionari ... ahor aplic pudor
1240,"Hoy en Cartaya con las personas mayores. Nos merecen todo nuestro compromiso, cariño y respeto",2,hoy cartay person mayor merec compromis cariñ respet
5760,!Mi apoyo mas sincero¡ ANIMO. 7 jornada de huelga de los companeros de EL DIA y CNC http://t.co/Fj6Sp7W3 vía @eldigitalcastillalamancha,2,apoy mas sincer ¡ anim 7 jorn huelg companer dia cnc
5136,"Sondeo CEO Generalitat: CIU volvería a ganar, PSC no se recupera, PP revalida su mejor resultado, ERC remonta y Laporta sin escaños.",0,sonde ceo generalitat ciu volv gan psc recuper pp reval mejor result erc remont laport escañ
2343,En el Foro interviene Teresa Jiménez Becerril que alza la voz por la igualdad en el Parlamento Europeo #elcambioandaluz http://t.co/BrPNSIH3,2,for intervien teres jimenez becerril alza voz iguald parlament europe elcambioandaluz
15049,Huelga claramente Política. CCOO dice k 60% profesores sigue la huelga y Comunidad que sólo 18%. #Sumatealcambio y #VotaPP #EspañaconRajoy,1,huelg clar polit cco dic k 60 profesor sig huelg comun sol 18 sumatealcambi votapp españaconrajoy
2120,"El PSOE ,creador de la situación que vivimos, comienza diciendo que se dejó la piel luchando contra la crisis...",0,pso creador situacion viv comienz dic dej piel luch crisis ...
1524,"La desviación del déficit es ""muy sustancialmente superior"", dice la Vicepresidenta: 8%, el gob #ZP calculó 6% #CMin",1,desviacion deficit sustancial superior dic vicepresident 8 gob zp calcul 6 cmin
7618,"@rosadiezupyd Sin dinero para campañas pero llenos de esperanzas para la regeneracion democratica, un aplauso para nuestros candidatos! ",2,diner campañ llen esper regener democrat aplaus candidat
153,#donaundia Los 1000 primeros días cruciales para la vida del niño http://t.co/jLUjz5NK ENTRA y COLABORA ( RTs plis ),0,donaundi 1000 primer dias crucial vid niñ
14537,"@cachetotesrosa ahora ya estoy un mejor, pero tendré que regresar a la clinica en la semana",0,ahor mejor regres clinic seman
481,El hecho de q nos valoréis es fantástico para seguir trabajando aun mas por la libertad y la honradez en la información. Gracias!,2,hech q valor fantast segu trabaj aun mas libert honradez inform graci
6123,".@eliasbendodo "" el tan anunciado tren litoral ha sido un engaño del @psoeandalucia "" #elcambioandaluz",1,tan anunci tren litoral sid engañ elcambioandaluz
12653,"Mi ""supuesta"" pariente segun la cabernicola me ah mandado la soli",1,supuest parient segun cabernicol ah mand soli
7675,Turno para nuestra candidata a la Asamblea de Madrid por @iunida  @Montse_IzAb  @IUsanblas http://t.co/CTQWD3Aglx ,0,turn candidat asamble madr
7102,"Me voy a dormir más tranquilo, sabiendo que según el PP no habrá recortes sino ajustes. Mañana será otro día y entonces se liarán a hachazos",1,voy dorm tranquil sab segun pp recort sin ajust mañan dia entonc liaran hachaz
12113,@Jeicob__ mmm...me parece que es más grande que vos,0,mmm ... parec grand vos
15604,Recordant a Ernest Lluch i la seva defensa de la sanitat pública #noeselmateix @CarmeChacon2011 @conRubalcaba,0,recordant ernest lluch i sev defens sanitat public noeselmateix
1762,"De los autores ""Mira cómo brilla este suelo"", llega ""Se van a desnucar tós"", (en los mejores aeropuertos de España, en especial en Málaga).",1,autor mir com brill suel lleg van desnuc tos mejor aeropuert españ especial malag
15508,"@PP_Moclinejo El triunfo de #marianorajoy no es posible sin nuestra ayuda, #Súmatealcambio #VotaPP lucha en redes sociales para conseguirlo.",2,triunf marianorajoy posibl ayud sumatealcambi votapp luch red social consegu
8943,".@FannyLu dice que ""Llorar es una locura"" ¿Que opinás? Si decís ¡Sí! entonces a cantar",2,dic llor locur ¿ opinas si dec ¡ entonc cant
7716,Momento de emergencia social. Que ha pasado con el Articulo 128 Constitución española ? @agarzon @EUMorvedre ,1,moment emergent social pas articul 128 constitu español
9978,"Queridos reyes quiero: 1. Voluntad para dejar de tragar... Y ya con eso toda mi vida se resuelve, ah sí bueno y un dragón",1,quer rey quier 1 volunt dej trag ... tod vid resuelv ah buen dragon
16749,@MoratoGomezJL @UPyD las dos palabras que estos ultimos años nos han quitado el sueño a los obreros rompamos con esto ya,0,dos palabr ultim años quit sueñ obrer romp
7480,@mgomezfatima @m_degracia @iunida @GLlamazares No hay el por que darlas. ,0,darl
6213,#videoyañez El PSOE denuncia el vídeo de la ministra sobre la reforma laboral. Estas ofensivas audiovisuales las ... http://t.co/wanY5onx,1,videoyañez pso denunci vide ministr reform laboral ofens audiovisual ...
12694,"me preocupa la flacura de la china, posta. NO era asi de flaca ella",1,preocup flacur chin post asi flac
4853,"Grego, quise decir...;))",0,greg quis dec ... ;)
2711,Es triste...“@mi_caye: La viuda de Gregorio Ordóñez: «San Sebastián es capital de la indignidad» - ABC.es http://t.co/H4pqIgzl via @abc_es”,1,trist ... “ viud gregori ordoñez « san sebastian capital indign » abc.es
6767,Toca derby! Lo tenemos todo a favor para hacer morder el polvo al #efese #fccartagena en la Nueva Condomina ... 3-0,2,toc derby favor hac mord polv efes fccartagen nuev condomin ... 3-0
4150,"Viendo los apoyos internacionales confirmo: Critican la reforma los mismos inmovilistas que nos dejaron 5,3 mill parados.Y encima aleccionan",1,"viend apoy internacional confirm critic reform mism inmovil dej 5,3 mill par encim aleccion"
12386,@lilovilaplana Gracias por Compartir hermosas fotos,2,graci compart herm fot
1333,“@Sandrasevillana: @David_Busta Estarian bien unas buenas noches de las tuyas... hoy las necesitoo te adoroo mi cieloo!!!”BUENAS NOCHES?,2,“ estari bien unas buen noch ... hoy necesito adoro cielo ” buen noch
9443,Lo extraño mas de lo normal,1,extrañ mas normal
15080,Hay rumores de que ZP prepara la exhumación de Franco como golpe de efecto. ¿En serio andan en esto con la prima a 500? #súmatealcambio,1,rumor zp prep exhum franc golp efect ¿ seri andan prim 500 sumatealcambi
11047,me pone muy nerviosa que la gente no entienda que A VECES PUEDO BROMEAR ,1,pon nervios gent entiend vec pued brom
8379,@ManuTonic Buenotes diotas. Un gran abrazo,2,buenot diot gran abraz
9329,@omardepor @TigresOficial a ok perfecto muchas gracias Omar!!,2,ok perfect much graci omar
6820,“@RominaBelluscio: @Edurnity guapísima ahora te vemos!!!!!que ganitas !!!!!;-)”guapaaa q lo disfruteis!!A bailar y a cantar!! Oh yeahhh!!,2,“ guapisim ahor vem ganit ;-) ” guapaa q disfruteis bail cant oh yeahhh
16832,"Rubalcaba, dice que ""le preocupa que la derecha alcance el poder absoluto"", serán los de un poco mas a la derecha. @iunida",1,rubalc dic preocup derech alcanc pod absolut mas derech
10251,@Vilhum taken with my iPhone. Quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss,2,tak with my iphon quier cam profesional ser feliz jajajaj si botonsitosss
16312,El sábado 19 pasará a la Historia como la jornada de reflexión electoral en la que más se llenaron las cloacas. #20n,1,sab 19 pas histori jorn reflexion electoral llen cloac 20n
3850,Reunión de planificación campaña #elcambioandaluz (@ Partido Popular de Málaga) http://t.co/v1VhSSp8,0,reunion planif campañ elcambioandaluz part popul malag
8341,"@MauFonseca11 @PilarAcuna O regalar bombitas y escopetas para que cada ""american"" se defienda. Lindo",0,regal bombit escopet cad americ defiend lind
4124,"Como tenga q salir, vaya papelón con la camiseta ""superior"" RT “@agusperezblanco: @RodrigoBlazquez escudé es francés pero hoy no juega...”",1,q sal vay papelon camiset superior rt “ escud frances hoy jueg ... ”
13082,@tetirounpique GRACIAS !!! los piques serán primicias tuyas !,2,graci piqu primici
16039,"@CarmeChacon2011 @conrubalcaba Además está claro que Merkel y sus politicas están fracasando. Derecha negocio , la izquierda derechos .",2,ademas clar merkel polit fracas derech negoci izquierd derech
11556,"Yo mantendría que toby está vivo si no fuese por el tuit de keegs, por el insta de troian de hace unos días..... Esas cosas sabéis ",0,mantendr toby viv si tuit keegs insta troi hac dias ... cos sab
4788,Me han dicho que es maravillosa “@fboiza: @pedroj_ramirez Once también es muy recomendable. Gran banda sonora.”,2,dich maravill “ once recomend gran band sonor ”
2866,La Junta oculta documentación sobre presunto pago de comisiones ilegales en el caso ERE http://t.co/4x8XxCRv,1,junt ocult document presunt pag comision ilegal cas ere
11969,22 Vamos a jugar ese voley en la playa algun día jajaaj Que termines lindo este 2016,2,22 vam jug voley play algun dia jajaaj termin lind 2016
1386,Por cierto no dije que jessica se aprovechara de mi lean bien....dije que veremos quien se aprovecha de quien en el futuro,1,ciert dij jessic aprovech lean bien ... dij ver aprovech futur
5941,La vicepresidenta asegura que el copago sanitario ni se ha abordado ni está encima de la mesa del Consejo de Ministros,0,vicepresident asegur copag sanitari abord encim mes consej ministr
3067,"(2) ayudas a productores cultivos superficies, vacuno, lácteos, frutos cáscara, pago único, ovino/caprino, tabaco...",2,2 ayud productor cultiv superfici vacun lacte frut casc pag unic ovin caprin tabac ...
16202,"""Ley de Dependencia"" si dejamos que desaparezca por votar al pp #20N nos merecemos por mentecatos a Mariano durante 4 años",1,ley dependent si dej desaparezc vot pp 20n merec mentecat marian 4 años
13888,"Gracias canal 35 por la entrevista que hice de #Wake estoy muy contenta, que mañana me voy por muchos piscos jaja",0,graci canal 35 entrev hic wak content mañan voy pisc jaj
3629,Muy buenas noches followercetes! http://t.co/bs1ELEq1,2,buen noch followercet
2681,El roto: lo tenéis? BRUTAL. El mejor desde hace años http://t.co/N9uvphp6,2,rot brutal mejor hac años
12990,@DeLaFigurita Estamos rodeados de belleza. Sólo hay que saber mirar.,2,rod bellez sol sab mir
16011,"Muchos no saben si van a ir a votar, muchos son los nuestros y tendremos q ir a decir lo q hemos hecho @conRubalcaba #noéselmateix",2,sab si van ir vot q ir dec q hech noeselmateix
3028,"Tienes buen humor y eso es esencial en la vida “@PepaVera62: @rubenaka @pedroj_ramirez ja,ja,ja mi twitter está que arde.”",2,buen humor esencial vid “ ja ja ja twitt arde ”
2969,"En Berlín me entero de la absolución de Camps. ¿Y ahora, qué?",2,berlin enter absolu camps ¿ ahor
11665,Con lo tranquila que yo estaba... ,0,tranquil ...
9901,"Si fuera bien idiota. Ya hubiera comprado un Alienware cn mi quincena al chaz chaz, pero se viene el ISR...",0,si bien idiot compr alienwar cn quincen chaz chaz vien isr ...
11146,@ImFebrer no me hagas daño  @xSeth_Army que cruel jajaja habría q verlo ^^,1,hag dañ cruel jajaj q verl
8647,"@arirs07 perdón jaja desde la semana pasada estaba por contarte, pero esta no podía",0,perdon jaj seman pas contart pod
15157,"@CAYO_LARA La dación en pago es con carácter retroactivo, es decir para las hipotecas ya existentes, o sólo para las nuevas?",0,dacion pag caract retroact dec hipotec existent sol nuev
6137,"A las 19:30h participaré en un mitín en Huelva junto a @javierarenas_pp @fatimabanez y @sorayapp, podréis seguirlo en http://t.co/7sKpxHOH",0,19:30 h particip mitin huelv junt podr segu
16288,"Duran demana el vot a ""gent del PP q no vol q el PP tregui majoria absoluta"" #etfelicitofill #20N @ciuduran2011",0,dur deman vot gent pp q vol q pp tregui majori absolut etfelicitofill 20n
14604,#nomeolvido de la quiebra de empresas de 40 años por vuestra ineptitud #sumatealcambio #VotaPP,2,nomeolv quiebr empres 40 años ineptitud sumatealcambi votapp
8802,@rebsvargas Un masculino adulto que es fanático obsesivo de My Little Pony,0,masculin adult fanat obses my littl pony
4263,Portada ashttp://t.co/KIiip1Q7,0,port as
13019,No agarro unas pairas hace mas de una semana mi melodica mucho menos,1,agarr unas pair hac mas seman melod men
645,RT @CanalSolidario: Y seguimos llenando el mapa de entidades donde donar juguetes nuevos o usados: http://t.co/gYTOx3TY ¿Conoces más lug ...,2,segu llen map entidad don juguet nuev usad
15647,"@iusevilla coged a los 2000 compañeros,con @cayo_lara a la cabeza,y sumarse a la manifestacion.Yo creo en otra forma de hacer política.",2,cog 2000 compañer cabez sum manifestacion.y cre form hac polit
7993,@GMSocCoruna @sanchezcastejon @marbarcon @jrgomezbesteiro reiniciar o mejor formatear la ciudad! ,0,reinici mejor format ciud
2074,Tenemos que combinar reflexión con ACCION . Tenemos que hacerlo con un proyecto que tiene que ser nuevo,2,combin reflexion accion hac proyect ser nuev
12245,"Tranquila, lo vas a superar.. solo estaras tristes unos dias. .desahogate, llora.. no hables con nadie.. solo sacalo. Pronto estaras bien",2,tranquil vas super .. sol estar trist dias . . desahogat llor .. habl nadi .. sol sacal pront estar bien
341,";-)))) RT @ceslava: @mariviromero @verescreer gracias, aún faltan unos días pero no sé si tendré tiempo de hacer algo para celebrarlo",2,;-) rt graci aun falt dias se si tiemp hac celebr
8042,@GermanJBH Que triste la verdad,1,trist verd
1622,"Si los Mayas aciertan, la Merkel se va al carajo. Visto así, verdad?",1,si may aciert merkel va caraj vist asi verd
12876,"@old_sound sigue siendo laico, no te preocupes",2,sig siend laic preocup
13690,@madshila @soleyvelez @CarlosJRubiofm y ahora sonando @sinbandera #CancionesDeAmorEnFanatica excelente,2,ahor son cancionesdeamorenfanat excelent
7142,"GRACIAS 4) La app para móviles ""iSemana Santa"" superó las 80.000 descargas gratuitas en 40 países. y ¡más de 210.000 conexiones en móviles!",2,graci 4 app movil iseman sant super 80.000 descarg gratuit 40 pais ¡ 210.000 conexion movil
15513,"Lo que yo he escuchado a @conRubalcaba es ""el programa de Rajoy..."" pero ¿y el tuyo? ¿Que vas a hacer para sacarnos de la crisis? ..........",1,escuch program rajoy ... ¿ ¿ vas hac sac crisis ...
5796,¡Noticias descombacantes! está disponible! http://t.co/GtjLld7K,2,¡ notici descombac dispon
7185,EL PAÍS estrena los blogs de las tres primeras escuelas de negocios españolas  http://t.co/eiWkLjVh via @el_pais,2,pais estren blogs tres primer escuel negoci español
10274,Pues empecé mi día con el pie derecho... metido en un monte de tierra por las reparaciones de las calles,1,pues empec dia pie derech ... met mont tierr repar call
15270,No queremos estafas democratías cuando se oculta el programa #noeselmateix #20n,1,quer estaf democrat ocult program noeselmateix 20n
8233,@mscha14 @andreavasro Awww... de mis niños llorones favoritos!,0,awww ... niñ lloron favorit
5475,Somos el reformismo del SUR y el #cambioandaluz que los andaluces ya votaron para sus ayuntamientos y el Gobierno de España. #votaPP #25M,2,reform sur cambioandaluz andaluc vot ayunt gobiern españ votapp 25m
10282,"@SoyTanNinaBien jaja, estás aburrida!? Mejor cuéntanos otro cuento",1,jaj aburr mejor cuentan cuent
12117,"@ShowMatch Pablo es re buena gente y se merece lo mejor !!, lo mismo el amor de mi vida @hoppefede :BOMBONASO;3, Volve con Laurita",2,pabl re buen gent merec mejor mism amor vid bombonas 3 volv laurit
10368,"@Sara_G2 jajajaja es súper buen pedo, te va a caer bien. Yo tampoco sé con quién me toca",2,jajajaj sup buen ped va caer bien tampoc se quien toc
15506,"Con el mejor presidente de la historia de España, José María Aznar #sumatealcambio http://t.co/wwx80VAr",2,mejor president histori españ jos mar aznar sumatealcambi
16474,"@AdiosLadrillo @UPyD no es de izquierda ni de derchas. Es transversal y no paternalista, al contrario que PP, IU o PSOE .",0,izquierd derch transversal paternal contrari pp iu pso
74,"""La risa ilumina las almas que están bañadas de tristeza, la sonrisa es la tibia caricia para la helada soledad""W.H. Patrick",2,ris ilumin almas bañ tristez sonris tibi carici hel soled w h patrick
8997,@cris525cr que todo les salga muy bonito,2,salg bonit
11991,Hoy toca siesta otra vez el más triste nadie para ir a la playa,1,hoy toc siest vez trist nadi ir play
10850,"@miguelagaiteiro @cultrun @lozanoirene Si hay que pecar de algo, que sea de ser buena gente! ",2,si pec ser buen gent
11373,"@hollagher Si lo compraste con tarjeta no tienes que hacer nada, si es en efectivo imagino que cualquier FNAC vale. ",0,si compr tarjet hac si efect imagin cualqui fnac val
10269,"Esta vez que tengo todo para ir , no estoy tan segura jajaj",2,vez ir tan segur jajaj
8634,"Pero yo hablo caca de todos lados, soy una comemierda democrática",1,habl cac lad comemierd democrat
16453,#UPYD el partido q va a revolucionar al bipartidismo actual y a los nacionalistas http://t.co/vJVcM7cu El #20N toca #UPYD. #NoPPSOE,0,upyd part q va revolucion bipartid actual nacional
2051,"Avanza el caso Noos: imputado Jaume Matas y también el apoderado de Aizoon  SL, una de las empresas de los duques http://t.co/AdQmhBfC",1,avanz cas noos imput jaum mat apoder aizoon sl empres duqu
2541,Montoro quiere q los malos gestores públicos vayan a la cárcel ¿Q delito se les imputará? ¿Malversación? ¿Falsedad? ¿O serán sólo palabras?,2,montor quier q mal gestor public vay carcel ¿ q delit imput ¿ malvers ¿ falsed ¿ sol palabr
15595,". @fgranadoslerena :""quien mejor representa la unidad de España y la regeneración democrática es el @Ppopular"" #20N #Votapp",2,mejor represent unid españ regener democrat 20n votapp
1301,"Feliz Navidad. Gracias por encontrarnos  aquí. Sé que no siempre acerté , pero te puedo asegurar que siempre lo intenté. Y nunca me escondí.",2,feliz navid graci encontr aqu se siempr acert pued asegur siempr intent nunc escond
5877,Solucionaremos las necesidades que hay en Las Golondrinas y el colegio Pedro Garfia. Será un compromiso electoral cumplido en #sevillahoy,0,solucion neces golondrin colegi pedr garfi compromis electoral cumpl sevillahoy
7369,"En @UPyD seguiremos siendo #LIBRES , independientes, responsables únicamente ante la ciudadanía a la que nos debemos. http://t.co/6PCMDAbfgx ",2,segu siend libr independient respons unic ciudadan deb
11623,"Es increíble y tal pero no , no voy a ir al TH ",0,increibl tal voy ir th
1304,Felices fiestas a todos y al que sea de Papá Noel que le traiga muchas cosas y el que sea de los Reyes que se espere. Besos y abrazos,2,felic fiest pap noel traig much cos rey esper bes abraz
8429,"@donovanrp excelente, cuando me den el carro lo molesto, igual no conozco a nadie mas q haga Uber asi que el bono es suyo",2,excelent den carr molest igual conozc nadi mas q hag uber asi bon
16265,"@guillermegz ""Rajoy gosta de lembrar a súa etapa de presidente cacique da Deputación de Pontevedra"" #20n #euBNG #fb",0,rajoy gost lembr sua etap president caciqu da deput pontevedr 20n eubng fb
2599,"Me apetece mucho el viaje de mañana a Marbella y la firma de #ElPrimerNaufragio el sábado a las 12 en ECI de Málaga. Os espero, tuiteros.",2,apetec viaj mañan marbell firm elprimernaufragi sab 12 eci malag esper tuiter
12809,@FerrCarrillo ta re grande y Preciosa !! Bien Logrado  ...,2,ta re grand precios bien logr ...
2573,"""Ni a patadas"", nuestra conclusión acerca de la enésima victoria #FCBarcelona en el Bernabéu. http://t.co/PxXGAQxx#portadaEPC",0,pat conclusion acerc enesim victori fcbarcelon bernabeu
11473,@manozom @carisimolider No  Justamente el hilo empezó porque yo sostengo que Mason es un pésimo HH.,1,just hil empez sosteng mason pesim hh
3186,"Pues felicidades amigo, se les veia felices. Mis respetos. RT @riegom: @AlejandroSanz fue una (cont) http://t.co/qFIF68r8",2,pues felic amig vei felic respet rt cont
12146,"""Los libros son un medio para conversar con mentes muchas veces mas inteligentes que uno! Muy bueno @adeladubra me encantó!",2,libr medi convers ment much vec mas inteligent buen encant
2768,Dentro de un rato comentaremos en la Cope las vacilaciones de la política económica del Gobierno y el estado de la pugna Rubal-Chacón.,1,dentr rat coment cop vacil polit econom gobiern pugn rubal-chacon
4831,Con el club de fans en Torrevieja http://t.co/aU8lcsaT,2,club fans torreviej
4223,A Tv 3!!!!!!,0,tv 3
16788,Echa un vistazo a este vídeo. -- El voto útil http://t.co/1bLnGELd vía @youtube #nomeolvido ley de la dependencia @IUnida @cayo_lara,0,echa vistaz vide vot util
2106,Portada El Mundo http://t.co/UFmwPMA8 ...,0,port mund
2679,@ccifuentes #FF ;-))),2,ff ;-)
15518,"Ser independentista i no anar a votar el #20N es fer contents a PP, PSOE, CiU, el País, el Mundo, Tele5, la Cope, etc...!! #votaERC #jobosch",0,ser independent i anar vot 20n fer contents pp pso ciu pais mund tel 5 cop etc ... votaerc jobosch
10954,En fin @kenneos espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,2,fin esper recib tuit realid altern sig viv ahi acab camin ¡ suert
12881,Corte pienso y me imagino estar ahí y faaa que mierda locooo .. #FuerzaChapecoense,1,cort piens imagin ahi faa mierd locoo .. fuerzachapecoens
13592,Al final el tiempo terminó por darme la razón,0,final tiemp termin darm razon
1387,Llega la alcaldesa Botella al Congreso para la recepción posterior de la solemne jornada del #congreso,2,lleg alcaldes botell congres recepcion posterior solemn jorn congres
16809,"Hola Carlos, soy tú dentro de 30 años. Tranquilo, hiciste bien votando @UPyD Educación y Sanidad son competencias estatales #cadavotovale",2,hol carl dentr 30 años tranquil hic bien vot educ sanid competent estatal cadavotoval
11770,se me desgarra el alma al ver gente tan mierda en la calle loco!..xq tratar así a un pobre animal como no podes tener corazón! que triste,1,desgarr alma ver gent tan mierd call loc .. xq trat asi pobr animal pod ten corazon trist
15975,"@marianorajoy Si, los jodidos vamos a ser nosotros #20N #nomeolvido",0,si jod vam ser 20n nomeolv
16796,".@UPyD #FF a todo UPyD por el magnifico esfuerzo y campaña electoral que hemos hecho. El éxito ya lo hemos conseguido, la confianza también",2,ff upyd magnif esfuerz campañ electoral hech exit consegu confianz
7084,Que maravilla RT @rinxols2_0: Llac Puigcerdà! http://t.co/bgAA6Ofd,2,maravill rt llac puigcerdà
13365,Debo dejar de hacer bromas porque cuando hable en serio no me creerán,0,deb dej hac brom habl seri cre
15586,.@cayo_lara le dice a los que dudan en votar a @iunida que lo hagan porque llevan mochila llena de honestidad. #eligeIU,2,dic dud vot hag llev mochil llen honest eligeiu
13193,"@FioBarletti si pues eso q lees en mi perfil son mis rayos X, y claro, tu debes ser todo lo contrario, me amo y adoro asi",0,si pues q lees perfil ray x clar deb ser contrari amo ador asi
14046,Tu conectado y yo ni te comento porque se que no te aparezco y no lo veras @AbrahamMateoMus,0,conect coment aparezc ver
1279,Asi es RT @LolaDulop: @mariviromero @elmundoes  Un pasito más para la igualdad de discapacidades.,2,asi rt pasit iguald discapac
13222,"No pues, qué chévere a ver si le pasa lo mismo al próximo practicante. Prácticas + Tesis + curso extra.",2,pues chever ver si pas mism proxim practic practic tesis curs extra
804,No me lo esperaba tan pronto!.Crisis politica en Irak.Segunda fuerza politica abandona la colaboracion.A15 dias de la retirada tropas US...,1,esper tan pront crisis polit irak.segund fuerz polit abandon colabor a15 dias retir trop us ...
