,texto,sentimiento,texto_normalizado
6580,'El Ibex agrava sus mínimos anuales y pierde el nivel de los 8.000 puntos' http://t.co/drEXHPeu vía @expansioncom,1,ibex agravar minimos anual perder nivel punto
4558,RT @esNoticia: Libertad Digital &gt; La Guardia Civil detiene en Andoáin a dos etarras http://t.co/RTXUIbJw,2,libertad digital gt guardia civil detener andoain dos etarras
12501,"@gbudino @cutcsaok @Dmartinez_uy seria interesante que Cutcsa entonces libere sus datos, que en el fondo son de todos",1,    serio interesante cutcsa entonces liberar dato fondo
13058,"@Andresdarmas2 jeje si podes, como uno de los cupos de menores que se permiten",0,jeje si podes cupo menor permitir
3537,"RT @fundacionvencer Hoy, día mundial contra el cáncer, recordemos que es una lucha de todos para #vencerelcancer",2,hoy dia mundial cancer recordar lucha vencerelcancer
14971,Preparo mi maleta para ir a mi pueblo a votar. Votaré al @PPopular y lo haré absolutamente convencido de que es lo mejor para mi país.,2,preparo maleta ir pueblo votar votare har absolutamente convencido mejor pais
7004,"Y uno de esos críticos peperos de @julia_otero habla, al parecer, de ""meter el enemigo en casa"". TVE es su casa? Qué espanto!",1,criticos peperos hablar parecer meter enemigo casa tve casa espantar
10774,"odio a lucia la vd, mi amor hacia ella es una gran tapadera pa comer nutella en su casa ",1,odio lucia vd amor hacia gran tapadera pa comer nutella casa
9561,Primer día de gym por 1736492 vez en mi vida,2,primer dia gym vez vida
16646,@interfilosofia @pedroj_ramirez @UPyD ellos dicen abiertamente q son d izquieras. Rosa Diez dl PSOE! Ella lo fue todo alli!,1,    decir abiertamente q d izquieras rosa diez dl psoe alli
14710,@conRubalcaba Te he visto en Vigo y mi mayor admiración es por las ideas claras que no necesitaban un papel para consultarlas. #aporellos,0,visto vigo mayor admiracion idea claro necesitar papel consultarlas aporellos
8790,Mi mejor amigo me llamo que ya venía llegando a mi casa Tengo 25 minutos esperándolo,1,mejor amigo llamar venia llegar casa tener minuto esperandolo
12544,@GuilleT @Improfit Hola! Estamos trabajando para sumar opciones. Podés recomendarnos restaurantes!! Saludos!,2,   hola trabajar sumar opción podes recomendarnos restaurantes saludos
9952,Que más quisiera estar allá y abrazarte! Qué feo que el amor de mi vida se haya accidentado y yo por acá,1,mas querer alla abrazarte feo amor vida accidentar aca
12951,"Puedo estar rq, q me tira dos tw y me re puede d nuevo",0,puedo rq q tira dos tw re puede d nuevo
646,;-)))))))) RT @JuandeVi: Un mes a la luz de mi Candela.,0,rt mes luz candela
6382,"Quiero agradecer a todos los que me saludaron en la Disco en Alicante, al 52% de -eres un maquina!-al 34% de -nos hacemos unas pajillas-...",2,querer agradecer saludar disco alicante maquinaal hacer pajilla
7528,UPyD Logroño defiende reducir el número de asesores y cargos de confianza en el Ayuntamiento  http://t.co/rBH7kgOlbC vía @upyd ,0,upyd logroño defender reducir numero asesores cargo confianza ayuntamiento
16824,@Anonymouslimon @juanmacapa @iunida @upyd el rascar votos mejor a PP y PSOE,0,     rascar voto mejor pp psoe
14411,DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñez y adolescencia con esos comerciales y series en edición navideña #LaBatería,2,demasiado bueno nota    revivi niñez adolescencia comerciales series edicion navideño labateria
7166,"La prima de riesgo en 407 pb. Hoy, en EM, La bicicleta. Un ministro: ""Nos van a zurrar duro"".",1,prima riesgo pb hoy em bicicleta ministro van zurrar duro
11661,que feliz voy a ser a las 3 ,2,feliz voy ser
14264,aunque sea una putaaa ajajajaja re desesperado,0,aunque putaaa ajajajaja re desesperar
7698,"""La número tres de @CiudadanosCs de Madrid enmudece ante la corrupción "" http://t.co/rfJDpdkHwD El millor és el tio: ""para eso votamos al PP"" ",1,numero tres madrid enmudecer corrupcion
11183,"@yddeon la Universidad es fácil porque estudias lo que te gusta 

JAJAJAJAJAJAJAJAJAJAJAJA ES TODO MENTIRA",1,"universidad facil estudiar gustar 

 jajajajajajajajajajajaja mentira"
1256,"EM anunciará esta noche en Orbyt sus galardones 2011: Ciudad del Año, Enemigo del Año y Personaje del Año. ¿Cuál sería vuestra elección?",0,em anunciar noche orbyt galardón ciudad año enemigo año personaje año ¿ seriar eleccion
4875,"LOL RT @ProfesorTweet El co-fundador de Twitter, Biz Stone, ha advertido que pasar muchas horas usando esta red puede ser ""poco saludable"".",1,lol rt cofundador twitter biz stone advertir pasar horas usar red puede ser saludable
10737,Hoy quiero hacer otro juego de estos de tw pero esque son todos iguales ,1,hoy querer hacer juego tw esque igual
15366,"#R10 todas las encuestas dan a @marianorajoy la victoria, pues en las bolsas no hay confianza, ahi esta #CadaVotoVale @UPyD",0,r encuestas dar victoria pues bolsa confianza ahi cadavotovale
5341,El Psoe acusa a Gallardón de imponer en el aborto una moral ultra. El ministro asegura defender el derecho de las mujeres a la maternidad.,0,psoe acusar gallardon imponer aborto moral ultra ministro asegurar defender derecho mujer maternidad
15260,"Por favor, que alguien le de dos bofetones a los directores del Times, the Economist, etc. Que ya empiezan a cansar... #20N",1,favor alguien dos bofetón directores times the economist etc empezar cansar n
12259,"No compitas con nadie, no tienes que demostrarle nada a nadie, no tienes que llegar a donde otro llegó, solo superar tus propios límites.",2,compitas nadie tener demostrarle nadie tener llegar llego solo superar propios limites
12181,"@porlagoma bueh, recién entrando a twitter y me puse a verlos.... YA ME TERMINÉ DE DESPERTAR"", fuerte, el de GiancarloStanton ufff",0,bueh recien entrar twitter poner verlos terminar despertar fuerte giancarlostanton ufff
7032,Aun no hemos llegado a eso pero estamos cerca :))“@emiliodrio: Enhorabuena por las cifras de Orbyt @cultrun http://t.co/yZVEvle8”,2,aun llegar cerca “ enhorabuena cifras orbyt
2160,RT @anapastor_tve: RT @unicef_es: Queremos acabar con la #desnutrición infantil. ¿Nos ayudas? Envía DIA al 28028. Te necesitamos. #donaundia,2,rt querer acabar desnutricion infantil ¿ ayudas envia dia necesitar donaundia
685,En mi blog: Periodismo “crackeado” por la audiencia http://t.co/z7rGoVu0,0,blog periodismo “ crackeado ” audiencia
14252,"Suerte que despierto junto a tí, suerte que senti lo que sentí, Suerte que hay más para conocer Suerte que contigo creceré",0,suerte despierto junto suerte senti senti suerte mas conocer suerte contigo crecere
11436,"@JVSantacreu  Gran experta Rosa en freir huevos, parecen gemelos. (a mí no me salen tan iguales) ",2,   gran experto rosa freir huevos parecer gemelos salar tan igual
15127,"@paguirrein ""algunos ya empiezan a enseÑar sus cartas y dicen q hay cosas q no se van a sostener(ley dependencia,educación..)"" @conRubalcaba",1,alguno empezar enseñar carta decir q cosa q van sostenerley dependenciaeducacion
2461,"En directo,los presidentes d @SevillaFC y @RBetisOficial con @zoidoalcalde.El derbi de #sevillahoy http://t.co/h52G1ni0",0,directolos presidente d derbi sevillahoy
12276,Leyendo el fin de los tiempos y escuchandi mumford & sons... todo esta perfecto,2,leer fin tiempo escuchandi mumford sons perfecto
11030,@LoraInThePanda @_girlpride_ @Sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,1,    mas gracioso decir cosa solo fomentar aun mas odio hacia feminismo
11890,"Oigan vatos extraño cuba porque extraño salir de mi habitacion, caminar unos minutos y estar en la playa y encontrarme con amigos JAJJAJA",1,oír vato extraño cuba extrañar salir habitacion caminar minuto playa encontrarme amigo jajjaja
7129,RT @loulancho: hoy a las 9 con @abarceloh25 hablamos con @sevillajordi y @CesarCalderon sobre la desafección política.Hay otras ideas...,0,hoy hablar desafeccion politicahay idea
6268,"Viendo intervenciones PSOEAsamblea, Mucho daño ha hecho la gran intervención de @luciafigar  #reformalaboral:  http://t.co/CBrk92FR #escuece",1,ver intervención psoeasamblea daño hacer gran intervencion    reformalaboral
4941,Las pintadas con contra un notario...ya podrían haber pintado en las paredes de su casa...,1,pintado notarioya podrian haber pintar pared casa
5946,#FF a @DIO2HONDA porque sabe de motos y de la vida. Y porque es un superviviente @SandraMoti,2,ff saber moto vida superviviente
4583,Hoy en mi blog: ¿Cuál es nuestro camino? #hagamos_nuestro_propio_camino http://t.co/gLISolyr,0,hoy blog ¿ camino hagamosnuestropropiocamino
5784,El aeropuerto sin aviones de Castellón paga 7.700 euros al mes de luz http://t.co/P3GdAbSn,1,aeropuerto avión castellon paga euro mes luz
12233,@_anatabeira no ! lo que pasó es que me agarró en av.giannattasio al lado de TI y no en lugares lindos como a ustedes !,1,pasar agarrar avgiannattasio lado lugar lindo ustedes
10423,Nadie sabía que los peluche no son peluche son Pérez luche,0,nadie sabio peluche peluche perez luche
7570,Para @PSOE si mejoran las cifras de paro es por factores coyunturales externos. Si las cifran empeoran es culpa de Rajo y. Pena de oposición . ,0,si mejorar cifras paro factor coyuntural externo si cifrar empeorar culpa rajo pena oposicion
15235,Noticia de última hora: @marianorajoy tiene un hijo con su amante (ambos salen en este video http://t.co/Hqtm0Wmx),1,noticia ultima hora tener hijo amante ambos salar video
10513,"No puedo estar sentada mucho tiempo, ni de pie, ni nada",1,puedo sentada tiempo pie
13071,"@DonVascolet 24 horas depues recien lo analizo al tw ,por suerte no lo entendi jajaaa",2,   horas depues recien analizar tw suerte entendi jajaaa
521,"De las llegadas, Posada ha contado q Bono le ha dado buenos consejos y el dipu de @ProyectoEquo / Compromís ha llegado en bici al #congreso",2,llegado posada contar q bono dar bueno consejos dipu    compromis llegar bici congreso
8715,"@tigreshooligan ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos",2,ay tan lindo amigo gracia esperar jugar rencor hacer imparable estan resentido
13538,Ya me dio nostalgia viendo tantos videos de clásicos antiguos,2,dar nostalgia ver video clasicos antiguo
15742,"Rubalcaba: ""Yo soy partidario de que la gente viva con quien quiera, se acueste con quien quiera y se case con quien quiera"". #20N #votaPSOE",2,rubalcar partidario gente vivo querer acostar querer casar querer n votapsoe
15981,Bruselas augura más ajustes para el futuro Gobierno http://t.co/O17L4hcb piden más recortes a @marianorajoy #20N #15M #ccoo,0,bruselas augurar mas ajuste futuro gobierno
3983,"RT @miabuelasabia: Entre cada amanecer y puesta de sol, dedica algo de tiempo para la diversión. Feliz viernes lleno de #FF",2,cada amanecer puesto sol dedicar tiempo diversion feliz viernes lleno ff
6304,Este finde pasamos ya al horario de verano!!! siiii!,2,finde pasar horario verano siiii
15479,@marianorajoy no contestas...veo que tu equipo de redes sociales es peor de lo que parece. Lanzas twitts y no respondes. Gracias por nada,1,contestasveo equipo red social peor parecer lanzas twitts respondes gracia
780,"Ahora rumbo a México , feliz por Teleton ! Abrazo ! Gracias Colombia !",2,ahora rumbo mexico feliz teleton abrazo gracias colombia
10614,@MrBeat @SuaraMusic @Brunch_BCN Ni que lo digas. Fue muy triste no poder estar pero mis compañeros lo hicieron de maravilla,1,    digas triste poder compañero hacer maravilla
14694,"#peleaporloquequieres bajo un 5% el sueldo de profesores y un 8% el presupuesto de educacion de los presupuestos, la mala s #sumatealcambio",2,peleaporloquequieres bajo sueldo profesor presupuesto educacion presupuesto malo s sumatealcambio
5607,El mileurismo nació hace 6 años como símbolo de precariedad. Hoy cobrar mil euros es inalcanzable para los jóvenes. http://t.co/kuUS36mO,1,mileurismo nacio hacer año simbolo precariedad hoy cobrar mil euro inalcanzable jovenes
5978,La tele tuiteada  http://t.co/Z32BMe2C,0,tele tuiteado
8844,"Hoy será un día muy largo, y mi último día siendo un pilluelo de 21 años",1,hoy sera dia largo ultimo dia siendo pilluelo año
3747,Odyssey presenta recurso ante Supremo EEUU.Intenta evitar devolución a España d 500000 monedas de oro y plata dl 'Nª Señora de las Mercedes',1,odyssey presentar recurso supremo eeuuintenta evitar devolucion españa d moneda oro plata dl nª señora merced
2196,Alguien que tenga o venda ruedas aquí? Baratitas ....,0,alguien tener venda ruedas aqui baratitas
14090,La final de @YoSoy_Peru esta esta muy interesante,2,final interesante
8562,"El fin pasado le rogué demasiado a mis papás por unas Nike, y no me las compraron",1,fin pasado rogue demasiado papas nike comprar
16974,"Cayo Lara:""Hace falta una reforma fiscal para conseguir recursos, hacen falta recursos para generar empleo"" http://t.co/WgGNyOmm via @iunida",0,cayo larahace faltar reforma fiscal conseguir recursos hacer falta recursos generar empleo
4285,ya está bien de presionar al madrid con la final de la copa. Su afición ha hablado y lo ha dejado meridiano. #enelbernabeuno. YA ESTÁ BIEN,1,bien presionar madrid final copa aficion hablar dejar meridiano enelbernabeuno bien
12407,"@dannyviLe Si el propósito es erradicar las armas de la calle, el método es eficaz y eficiente. No sé si justo @dlarrauri",0,si proposito erradicar armas calle metodo eficaz eficiente si justo
8570,@katty_Loz empezando xq en mi twitter solo jodo a Darkus pasatiempos tengo muchos una cuenta de twitter no me define #UseLaLogica,1,empezar xq twitter solo jodo darkus pasatiempo tener cuenta twitter definir uselalogica
14973,@marianorajoy ya puedes hacer magia xq en mi barrio teneis a la gente contenta sabes...,1,puedes hacer magia xq barrio teneis gente contenta saber
10409,Alguien quiere hablar conmigo por ft de audio ?? estoy en la escuela ya acabe todo y estoy muuuuuy aburrida,1,alguien querer hablar conmigo ft audio escuela acabar muuuuuy aburrido
9833,"no puede ser que ya no me pueda ni eresar en esta red social por qué todo se lo rolan a mi mamá, créeme que no ayudas en nada",1,puede ser pueda eresar red social rolar mama creeme ayudas
9806,@SinCosquillas urge empedar contigo bb,2,urge empedar contigo bb
6980,Descubren en Grecia una isla de ciegos con mucho fraude. ¿Como España? @TelediarioInter 20:00,1,descubrir grecia isla ciego fraude ¿ españa
1827,"Hoy me apetece estar tranquilo, pasar desapercibido... Voy a darme una vueltecilla por la cabalgata de Reyes",0,hoy apetecer tranquilo pasar desapercibido voy darme vueltecilla cabalgata reyes
11825,@KawalkerOhlson La garantía es solo para los productos comprados en nuestras tiendas oficiales. ¡Saludos!,0,garantia solo producto comprados tienda oficial ¡ saludos
9155,Ayer lloré viendo a @AlexBadilla en el snap que playada,1,ayer llorar ver snap playado
11186,@veronik87mlg algunos callaos pa que no nos digan reventaores la Yihad! ,0,algún callaos pa decir reventaores yihad
16808,"Tengo un dilema, el día 20 hay elecciones y no tngo mi voto decidido, @PPopular o @UPyD x cierto me a tocado estar n la mesa como 2do vocal",0,tener dilema dia elección tngo voto decidido x cierto tocado n mesa do vocal
2376,Sigo top 11 a 20. Ruedo ibérico. Misericordia. Rojo y. Gatopardo. Forja rebelde. Karenina. Doña Flor. Plaza Diamante. Cien años. Miserables,0,seguir top ruedo iberico misericordia rojo gatopardo forja rebelde karenina doña flor plaza diamante cien año miserable
13209,Bajar mucho de peso y no sentirse contenta. Será porque no fue a base de ejercicios. Un mes y quedé,0,bajar peso sentirse contenta sera base ejercicio mes quedar
8552,@OllieGamerz Soy la peor del mundooooo. Se me olvidó la fecha de tu cumpleañooooos. Sorryyyy Felicidades bae,0,peor mundooooo olvido fecha cumpleañooooos sorryyyy felicidad bae
3839,qué tiempos... cuando había que trabajar entre montañas de papel.... http://t.co/jdH4ECEM,0,tiempo habia trabajar montaña papel
11912,"@JUrruzola Hermoso paisaje, y buen ojo para captarlo.",2,hermoso paisaje buen ojo captarlo
1246,"Qué rule!@ConchaCLC:Haciéndome un esquema para saber quién está dónde en el #PSOE,entre tanto manifiesto,carta y respuesta.Ya me heperdido.",1,rulehaciendome esquema saber psoeentre manifiestocarta respuestaya heperdido
7505,"@UPyD no decís la verdad Según los promotores d la propuesta contra ETA en Navarra, Rosa10 la ha copiado (y pifiado) x afán d protagonismo ! ",1,decis verdad segun promotor d propuesto eta navarro rosa copiar pifiar x afan d protagonismo
11484,@HijodeBilharzio Tengo la curiosa fortuna de que en estas semanas solo puede ver las etapas del finde ,2,tener curioso fortuna semana solo puede ver etapa finde
6512,¿Dará Rajoy la rueda de prensa del viernes? ¿Debería?,0,¿ dar rajoy rueda prensa viernes ¿ deberia
13280,"Se vieneeeeela lluviaaaaa, es hora de ir a casa y yo que quería más chilcanos",0,vieneeeeela lluviaaaaa hora ir casa queria mas chilcanos
11887,En un pestañeo la vida puede dar el peor giro que jamás se podria imaginar,1,pestañeo vida puede dar peor giro jamas podria imaginar
16721,Hoy me ha dicho un ateo que cree en @conRubalcaba ¿hay algo más raro?no tiene sentido de la fe @PSOE. @PPopular @UPyD #20N,0,hoy decir ateo creer ¿ mas rarono tener fe     n
5439,Hemos aceptado la enmienda del PP y el PSOE a nuestra PNL sobre el IVA superreducido de los ebooks. Todos los grupos votaron a favor.  @UPyD,2,aceptar enmienda pp psoe pnl iva superreducido ebooks grupo votar favor
10760,"@Asukawachan Gracias  ya me pasó una vez y los antibióticos fueron milagrosos, estoy deseando que vuelva mi madre con ellos ",2,gracia pasar vez antibioticos milagroso desear volver madre
11616,Y mi tl ya está muerta ,1,tl muerto
10230,"Acabo de ver una película extrañamente buena! ""Un cadáver para sobrevivir"" véanla",2,acabar ver pelicula extrañamente bueno cadaver sobrevivir veanla
6494,"La anécdota del encuentro Rajoy-Obama, es la disculpa del presidente americano a Rajoy por no hablar español.",0,anecdota encuentro rajoyobama disculpa presidente americano rajoy hablar español
8965,La segunda temporada de Fuller house me duró 3 días.,0,segunda temporada fuller house duro dias
13573,"@Fannylunita Solo jodo amiga Fanny! No se que tan buena persona sea Puchungo, pero si es cierto lo que dices, bacán!",2,solo jodo amigo fanny tan bueno persona puchungo si cierto dices bacan
10682,"@misscatingcat Bueno, al menos has acabado la noche con una hermosa vista  Ami tambien me gusta verlos por la noche ^^",2,bueno menos acabar noche hermoso vista ami tambien gustar verlos noche
11755,"@juanittinelliok Vos como estás??, me twetteo Lucas y me puso ""ya no"" ..., me fijo en el perfil de el y sus fotos están en negro !! ",1,vos twetteo lucas poner fijar perfil foto estan negro
16845,@omenendez Muchas gracias!!! por el artículo y por ser tan majo te has ganado unas cañitas http://t.co/OjnMBUmw @hugomabarca @iunida,2,gracia articulo ser tan majo ganar cañitas
10739,Por desgracia el sorteo que tenía pensado hacer es sólo para gente de Europa  Ya haré más sorteos para todo el mundo!,1,desgracia sorteo tenia pensado hacer solo gente europa har mas sorteo mundo
5510,@FedericoQuevedo una faena gorda,0,faena gordo
5330,La demora para las revisiones con los especialistas del SAS se duplica. http://t.co/5OB10cOp,1,demora revisión especialista sas duplicar
14532,"No puedo dormir, lo malo de dormir Por la tarde",1,puedo dormir malo dormir tarde
4531,"El PP sale más fuerte, unido y cohesionado para hacer frente a la salida de la crisis tras el #17congresoPP http://t.co/vLZJIlof",2,pp salir mas fuerte unido cohesionado hacer frente salida crisis tras congresopp
9867,"@AssenethSoto no es eso amor, es que yo no iba contigo pues por eso no está padre el avión... Jajaja... TE AMO , ya regresate",2,amor ir contigo pues padre avion jajaja amar regresarse
365,¡Lo mejor de mi timeline está disponible! http://t.co/PLbGUQKc ▸ Historias del día por @cfopabloalboran @los40_spain @trendsmadrid,2,¡ mejor timeline disponible
14465,@mrdanterossi báñate con agua fría para que la temperatura de tu cuerpo sea menor que la del ambiente,0,bañate agua fria temperatura cuerpo menor ambiente
12090,"@sonmifelicidad_ mal,Santos la rechazaba a Barbara, sin embargo Saul es el que siempre la busca! espero que no esten separados mucho rato",0,malsantos rechazar barbara embargo saul siempre busca esperar esten separado rato
12520,@letifcosta yo salía viernes sábado y domingo ! pero ya esto muy viejo pa esos trotes !,1,salia viernes sabado domingo viejo pa trote
17052,"Lo que les une a @iunida @ProyectoEquo y @UPyD ,hoy en día,es más importante que lo que les separa: El sentido común,la justicia,la libertad",0,unir    hoy diaes mas importante separar comunla justiciala libertad
147,Grandioso Rafa Nadal!!!!!,2,grandioso rafa nadal
1668,"Merkel, Sarkozy y Cameron coinciden: 2012 será un año duro. @TelediarioInter 20:30",1,merkel sarkozy cameron coincidir sera año duro
11281,Estoy tan segura de que el exámen de mates va a ser el que hicimos de recuperación en el último trimestre al cual NADIE le sacó foto ,0,tan seguro examen mate va ser hacer recuperacion ultimo trimestre nadie saco foto
15824,@conRubalcaba Cree en regular los mercados pero en dejar decidir con total libertad con quien vives o duermes. Justo lo contrario q Rajoy,0,creer regular mercado dejar decidir total libertad vives duermes justo contrario q rajoy
7651,@AgenteMahoney @mdcospedal @PPopular Es cuando dicen la verdad ?? ,1,    decir verdad
8600,Hay un grupo de estudio religioso en el sótano y están haciendo un bullón increíble. Yo sólo quiero ver mi película de putas,1,grupo estudio religioso sotano estan hacendar bullon increible solo querer ver pelicula puta
11699,"@cuervotinelli Buen Día P@ !! :*;3, que tengas un lindo Miércoles, para mi son una pesadilla , pero bue..., a meterle onda",0,buen dia p    tener lindo miercoles pesadilla bue meterle onda
7789,@CiudadanosCs @Albert_Rivera @Cris_Segui_ Lo más alucinante en política. CŽs vino a limpiar y lo embarraron todo en Getafe. Vergonzoso. ,1,    mas alucinante politica cžs vino limpiar embarrar getafe vergonzoso
3456,"RT @hermanntertsch: RT @Joaquin_Sevilla: Descubriendo que subvencionar el cine es de izquierdas, los toros de derechas y la ciencia de nadie",0,rt descubrir subvencionar cine izquierdas toro derecho ciencia nadie
12375,Es el mejor sin duda alguna,2,mejor duda algún
11769,"@cuervotinelli que lindo es cuándo me haces reír , me haces muy feliz;3, QUE SUERTE QUE TENGO EN TENER UN VIEJO TAN COPADO  !!!!!!",2,lindar hacer reir hacer feliz suerte tener tener viejo tan copado
3271,Hora de retirada. Saludos,1,hora retirada saludos
4940,"Muy útil, organigrama completo del gobierno de @marianorajoy: http://t.co/vdBF4vFQ Gracias a @Llorenteycuenca y @cristobalh. Vía @mmresta",2,util organigrama completo gobierno
9224,- Este es un asalto!! - tome mi cartera! - Jaja inocente palomita! Te engañé! - UF que alivio! - es una violación - Ay,1,asalto tomar cartera jaja inocente palomita engañar uf alivio violacion ay
14443,"Alucina. De todos modos, no arruinará mi linda noche buena, a lado de mi fam. @Elicrema",0,alucinar modo arruinar lindo noche bueno lado fam
6231,"http://t.co/s52ITUlB Este censo es una actitud Nazi, aunque tengan votos como Hitler, y aunque sus SS hayan anunciado no pegar tiros.",0,
15931,"""En las próximas elecciones, vote a las prostitutas, porque los hijos ya nos han defraudado"" #20n",1,proximas elección votar prostituto hijo defraudar n
13728,"Bien Rafael, go ahead, no rscuches a los minusvalidos mentales red tomatoes, con climper y elmer cuba haran buen equipo!!!",2,bien rafael go ahead rscuches minusvalidos mental red tomatoes climper elmer cuba har buen equipo
14499,@umbral2005 si pero la verdad que función de chistes del que chancó a mi familiar no creo que haga mucha gracia.,1,si verdad funcion chiste chancar familiar creer hacer gracia
9048,En enero la ropa está más barata por si no sabían,0,enero ropa mas barata si sabian
3926,Máaaaaaas  majos!!!!! (Algunos ) http://t.co/r9DhC443,2,maaaaaaas majos alguno
15282,"Rajoy no ha mostrat les seves cartes. No cal, ja ha tingut a Cospedal, Aguirre, Camps, Barberà, Feijóo... per demostrar-ho #20N",0,rajoy mostrat seves cartes cal ja tingut cospedal aguirre camps barberà feijoo per demostrarho n
8081,@Gra_7 deje de hacerme spoiler estupida,1,deje hacerme spoiler estupida
78,"Buenos dias, que buenos eran/siguen siendo Talking Heads...",2,bueno dias bueno eransiguen siendo talking heads
7089,"Q bueno! : @MendiMendi1 Disfruta!  como después del comment de Mendi estará deseosa, le dejo ese informe so good ;-) http://t.co/nGqXXgjR”",2,q bueno    disfrutar despues comment mendi deseoso dejar informe so good
2247,Rajoy pide ayuda a la UE. ¿Para los españoles? ¿Para evitar los recortes? No. Para la banca http://t.co/7t8oRLse,1,rajoy pedir ayuda ue ¿ español ¿ evitar recortes banca
14748,"@marianorajoy Y en españa la union es inferior al matrimonio, y ademas han recurrido tambien el derecho a adoptar. Es usted falso, mentiroso",1,españa union inferior matrimonio ademas recurrir tambien derecho adoptar usted falso mentiroso
15342,@marianorajoy considera insostenible la ley de Dependencia q se obstaculiza en comunidades gobernadas por el PP como Valencia,0,considerar insostenible ley dependencia q obstaculizar comunidad gobernado pp valencia
775,muy muy positivo ;-)) “@adelautrera: @mariahuelin @mariviromero #akelarrepositivo”,2,positivo “    akelarrepositivo ”
11042,@rabiekhd jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos ,2,jajajajajaja meo tener novio tener novia dos contentos
15669,"F.Maíllo @conRubalcaba dice que tiene recetas, podía haberles dicho antes, por #Zamora no pasa y manda a Camacho, socialistas no lo quieren",1,fmaillo decir tener receta podia haberles decir zamora pasa mandar camacho socialista querer
14809,.@monicontomate Seguro que te pasa como a mi. Que #nomeolvido de @marianorajoy y sus hilitos de plastilina. Ni de su primo.,1,seguro pasa nomeolvido hilitos plastilina primo
7452,"@marianorajoy en Noviembre tu pierdes uno de tus trabajos Marianico. Pero bueno,  seguirás coBrando Bien no?? ",1,noviembre pierdes trabajo marianico bueno seguiras cobrar bien
8981,Que buena vibra me transmite @Cocofunka,2,bueno vibra transmitir
2279,"Ah, y un #FF para @sgueina que es como la Circe de Homero: ""divina entre las diosas""",2,ah ff circe homero divino dioso
8124,@ManzurLeo yo tardé más en ir de casa a SJ y de regreso (total 3 horas) salud Leíto,0,tarde mas ir casa sj regreso total horas salud leito
12288,No puedo creer que estoy llendo por una hora sola al liceo nono que onda voy por 45 min nada mas mejor no podia ser,2,puedo creer llendo hora solo liceo nono onda voy min mas mejor podia ser
3897,La Fundación Gregorio Ordóñez se arremete y se desmarca del decreto del Gobierno vasco. Considera que equipara a víctimas y verdugos.,1,fundacion gregorio ordoñez arremeter desmarcar decreto gobierno vasco considerar equipar victimas verdugo
14400,"La única gran verdad, es que no terminas de conocer a las personas. #BuenDiaATodos",0,unica gran verdad terminas conocer persona buendiaatodos
7178,"RT “@pximenez: Simiocracia (de Aleix Saló, el creador de Españistán): http://t.co/8tSzfX5j vía @youtube”",0,“ simiocracia aleix salar creador españistan
9313,"Pero si me vieras en este momento, lo hubieras pensado dos veces, mi amor",1,si ver momento pensar dos vez amor
6173,¿Van a blanquear esta memoria?  cid:E5ED79FF-7F23-413C-ABD3-FB75B1E524A1/matas%2520&amp;%2520cia.png,1,¿ van blanquear memoria cideedfffcabdfbbeamatasampciapng
3631,Perdon por las formas. Buenas noches. Entre alegre y consciente.,0,perdon formas buenas noche alegre consciente
15424,#publico20N @cayo_lara homenajea a Marcos Ana a los 50 años de su salida de la cárcel y lee un poema suyo @iunida @iuandalucia,0,publicon homenajear marco ana año salida carcel leer poema
6273,NO JODAS... SÍ? RT @Vale_trad: Acabo de ver a @Buenafuente por el Raval!,0,joder si rt acabar ver raval
8617,"Cuando salga de exámenes me voy a meter al gimnasio y voy a tener un cuerpo lindo, y ahí es cuando voy a ser feliz",2,salgar examenes voy meter gimnasio voy tener cuerpo lindo ahi voy ser feliz
392,"Somos consciente de la importancia cultural y musical de la sala Malandar, por eso vamos a buscar soluciones con su dueño",2,consciente importancia cultural musical sala malandar vamos buscar solución dueño
3191,http://t.co/u8KqXfAM RT @alfonsosillero: @raquelperera @AlejandroSanz  #lachirigotadelsherif el (cont) http://t.co/KgP33fJk,0,
16,Vamos a por el viernes (@ Ayuntamiento de Málaga) [pic]: http://t.co/lzDVsoCu,0,vamos viernes ayuntamiento malaga pic
4200,Buenos días a todos!,0,bueno dias
2672,Hablamos de cine con @JoseIgnacioWert en @TDtarde @13television,0,hablar cine
16705,Curioso vídeo de @IUnida sobre el otro voto útil http://t.co/QQ91ejNY vía @IUCiudadlineal,2,curioso video voto util
6165,"Montoro cree  q RTVE no tiene q competir con las privadas, por eso se puede descapitalizar.  Alguien le dirá que aquí si no compites mueres?",1,montoro creer q rtve q competir privado puede descapitalizar alguien dira aqui si compites mueres
14676,"""@marianorajoy: En España las cosas se pueden, se deben y se van a hacer infinitamente mejor que estos últimos 4 años"" -Olé tú! #votaPP",2,españa cosa pueden deber van hacer infinitamente mejor ultimos año ole votapp
3493,Si un marciano escucha el discurso de despedida de ZP pensará: pero por qué le echan sus compañeros si es el Mesías! Eso es amor propio,0,si marciano escucha discurso despedido zp pensar echar compañero si mesias amor propio
